任务号,任务来源ID,物料编码,物料名称,对应工序,所做数量,开始时间,结束时间
53,ID184,13.01.05.017,TF03-UART(整箱包装)-V1.1,组装,148,9:0,19:0
53,ID184,13.01.05.017,TF03-UART(整箱包装)-V1.1,组装,148,9:0,19:0
53,ID184,13.01.05.017,TF03-UART(整箱包装)-V1.1,组装,148,9:0,19:0
53,ID184,13.01.05.017,TF03-UART(整箱包装)-V1.1,测试,121,14:27,19:0
56,ID232,13.01.07.008,TF-Luna-ASU,测试,652,9:0,14:18
53,ID184,13.01.05.017,TF03-UART(整箱包装)-V1.1,组装,148,9:0,19:0
